,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
718,Amgen,"South San Francisco, CA 94080","Responsible for the scientific design and implementation of protocols and experimental plans of approved safety biomarker projects, and accountable for high...",Senior Associate Scientist - Safety Biomarkers,,60000.0
719,Harnham,"San Francisco, CA",You will work closely with a high performing team of data scientists and research scientists in moving the needle forward for the organization....,Senior Machine Learning Engineer,"$190,000 a year",60000.0
720,The Aerospace Corporation,"El Segundo, CA 90245","Machine learning, data mining). Familiarity with modern data analytics (e.g. Our state-of-the-art laboratory facilities are staffed by some of the leading...",Software Systems Assurance Specialist,,60000.0
721,Quora,"Mountain View, CA","Partner with other teams such as Data, Design and Product to collaborate on projects across the company. We are looking for an experienced Machine Learning...",Engineering Manager - Machine Learning,,60000.0
722,Cymer,"San Diego, CA","Proficiency in use of data analysis tools such as Matlab and/or Python. Collect and analyze data, summarize results, and prepare presentation of results for...",Sr. Systems Performance Engineer,,60000.0
723,San Joaquin County,"French Camp, CA",Interpret test data and draw logical conclusions; This examination is being given to fill two full-time vacancies in the Laboratory Department at San Joaquin...,Clinical Laboratory Technologist II - SJGH (Full-time),"$6,720 - $8,171 a month",60000.0
724,General Electric,"San Ramon, CA 94583","Architects, Data Scientists, Businesses & Product Managers. Quantifies effectiveness of design choices by gathering data....",Sr Staff Software Engineer,,60000.0
725,Payette Group,"San Francisco, CA 94103 (South Of Market area)","Or equivalent with 3-4 years’ industry experience• Natural coder who has worked with several high performing teams - provided by Dice Machine Learning, ML, NLP,...",MACHINE LEARNING ALGORITHMS ENGINEER,,60000.0
726,Allergan,"Irvine, CA 92612","Clinical Scientist (CS). Performing clinical data reviews. Ensuring the review of clinical data, including protocol deviations....","Sr Manager, Clinical Development",,60000.0
727,The Aerospace Corporation,"El Segundo, CA 90245",Data sharing forums; Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world....,Parts / Components Engineer,,60000.0
728,San Diego Diagnostics,"San Diego, CA","Research Associates, Junior Scientists). Â· Analyze and interpret large amounts of instrument data. Â· Lead, supervise and work with associate scientists in...","(IVD) Sr. Scientist, Immunoassy Development",,60000.0
729,Quora,"Mountain View, CA","Partner with other teams such as Data, Design and Product to collaborate on projects across the company. We are looking for an experienced Machine Learning...",Engineering Manager - Machine Learning,,60000.0
730,Ascent Services Group,"San Diego, CA 92109","Research Scientist, Bioinformatics. Expertise in analysis of human next-generation sequencing data and knowledge of best practices....","Research Scientist, Bioinformatics",,60000.0
731,Radius,"San Francisco, CA","Define and execute the roadmap for Radius’ Business Graph by partnering with data scientists, data engineers, and other stakeholders....","Product Manager, Business Graph",,60000.0
732,Propeller Health,"San Francisco, CA","Effective oral and written communication with medical professionals, scientists, peers, and senior management....",Director of Clinical Marketing,,60000.0
733,The Climate Corporation,"San Francisco, CA","Our teams are composed of industry experts, top scientists, and talented engineers. At the intersection between Product, Design, and Leadership, this is a...",Software Engineering Manager (Web Experience),,60000.0
734,Inscopix,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)","Our flagship product for imaging large-scale neural circuit activity during behavior, nVista, provides neuroscientists with unprecedented data sets....",Embedded Systems Design Electrical Engineer,,60000.0
735,San Diego Diagnostics,"San Diego, CA","Research Associates, Junior Scientists). Â· Analyze and interpret large amounts of instrument data. Â· Lead, supervise and work with associate scientists in...","(IVD) Sr. Scientist, Immunoassy Development",,60000.0
736,The Aerospace Corporation,"El Segundo, CA 90245",Work with a wide range of government and potential commercial program offices to conduct ground architecture assessments and develop operational requirements...,Ground Systems Engineer,,60000.0
737,Pivotal Software,"San Francisco, CA","Our cross-disciplinary team includes technical account leaders, data scientists, agile specialists, solutions architects, educators on Pivotal technology, and...",".NET SOLUTION ARCHITECT, APPLICATION TRANSFORMATION",,60000.0
738,Cymer,"San Diego, CA","Ability to translate, statistically analyze data, and effectively report problems through written and/or graphical formats....","Director, Electrical Engineering",,60000.0
739,SGT,"Moffett Field, CA",Webpack Exploration Ground Data Systems are currently used in the following fieldwork:. Do you want to help NASA develop Exploration Ground Data Systems (xgds...,Full Stack Web Developer,,60000.0
740,Payette Group,"San Francisco, CA 94103 (South Of Market area)","Or equivalent with 3-4 years’ industry experience• Natural coder who has worked with several high performing teams - provided by Dice Machine Learning, ML, NLP,...",MACHINE LEARNING ALGORITHMS ENGINEER,,60000.0
741,Triad Group,"San Francisco, CA",Work closely with the data scientists and engineers to build and deploy scalable ML models to production....,Backend Engineer,,60000.0
742,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Product Manager, Digital Relationship Analytics",,60000.0
743,Genentech,"South San Francisco, CA","Chairs Biomarker Working Group meetings , if applicable, and other meetings involving internal or external stakeholders (Biomarker Scientists, Operational...",Biomarker Operations Program Leader,,60000.0
744,Quantifind,"Menlo Park, CA",Great communication skills so you can work directly with our Data Scientists and Front-end Engineers. You’ll be working closely with our Data Scientists and...,Senior Platform Engineer,,60000.0
745,Square,"San Francisco, CA 94103 (South Of Market area)","The Capital Design Team is highly collaborative and you will work closely with product managers, engineers, marketers, and data scientists to create world-class...","Product Designer – Senior Level, Square Capital",,60000.0
746,Quora,"Mountain View, CA","Interest in using data and user research to inform design decisions. Collaborate with engineers to define features and functionality, with other designers for...",Product Designer,,60000.0
747,ETIC,"Pleasant Hill, CA","Data quality/ data evaluation, remedial design, engineering, implementation, and compliance. We are engineers, scientists, contractors, and professionals who...",Environmental Construction Project Manager - Field Services,,60000.0
748,Cisco,"San Jose, CA","People, processes, data, and things. On the Growth Team, you will work alongside a group of Designers, User Researchers, Data Scientists, Product Managers, and...",Full Stack Software Engineer (Microservices) - Spark Platform,,60000.0
749,CDK Global,"San Francisco, CA","From data scientists to sales and operations experts, we’re hiring to support your growth and ours. From data scientists to sales and client service experts, we...","Field Account Manager and Trainer (AVRS, CVR) (NOT SALES)",,60000.0
750,L3 Technologies,"Carlsbad, CA",L-3 PHOTONICS’ history of demonstrated growth and profitability has created outstanding career opportunities for scientists and engineers....,Senior Accountant,,60000.0
751,CDK Global,"Novato, CA","From data scientists to sales and operations experts, we’re hiring to support your growth and ours. From data scientists to sales and client service experts, we...",Field Trainer and Account Manager (Non Sales),,60000.0
