,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
156,Approgence Inc.,"San Diego, CA","Providing technical input to internal teams regarding data discovery, planning and processing. Data mining, predictive models, machine learning, data-drive...",Data Scientist,,60000.0
157,Western Digital,"San Jose, CA 95138 (Santa Teresa area)",Specific analytics models used in IoT verticals – real-time processing of various structured and unstructured data time-series data....,Data Scientist for Industrial IoT,,60000.0
158,Veeva,"Pleasanton, CA","Leverage external data sources to identify Pharmaceutical Industry trends , to help customers gain broader market perspective Combine your love and knowledge of...",Data Scientist - Commercial Products,,60000.0
159,Bold Metrics,"San Francisco Bay Area, CA","Fluent in data fundamentals including SQL and data manipulation using a procedural language. Historically, apparel sizes have been generated in the absence of...",Lead Data Scientist,,60000.0
160,Taboola,"Los Angeles, CA","Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML)....",Sr. Data Scientist,,60000.0
161,Stanza,"San Francisco, CA",5+ years of experience as a data scientist and/or engineer. Drive the collection of new data and the refinement of existing data sources....,Senior Data Engineer,,60000.0
162,iD Tech,"Campbell, CA","Solid experience in data modeling, manipulating APIs, data pipeline/ETL, Python, and Tableau. ID Tech is searching for a Data Scientist to develop a data...",Data Scientist,,60000.0
163,Grindr,"Los Angeles, CA 90046","Strong experience building data visualizations, dashboards, and data representations. Experience building real-time data pipelines within high volume data...",Data Scientist,,60000.0
164,Chegg,"Santa Clara, CA 95054","Staff Data Scientist (SEO). Use exploratory data analysis techniques to identify meaningful relationships, patterns, or trends from complex data sets....",Staff Data Scientist,,60000.0
165,Lionsgate Entertainment,California,"As a Data Scientist at Lionsgate your role is to follow the data. The ideal candidate will have a background in data acquisition, data cleanup, statistical...",Sr. Data Scientist,,60000.0
166,eBay Inc.,"San Jose, CA",2-5 years experience as Data Scientist / Economist. Very few technology organizations can rival the rich set of transactional and behavioral data that eBay has...,Data Scientist / Economist,,60000.0
167,Veritas Technologies,"Mountain View, CA","Enterprise Data Management. Intelligent enterprise data management platform, multi-cloud data protection solution, and software defined storage offering....",Sr. Principal Data Scientist,,60000.0
168,The Aerospace Corporation,"El Segundo, CA 90245","Experience in collecting data from/exposing data to various data sources and services (API, XML, JSON, etc…)....",Software Engineer & Data Science Specialist,,60000.0
169,Eventbrite,"San Francisco, CA 94107 (South Of Market area)","We sit in a strategic role working to make sense of our structured and unstructured customer data with sophisticated models and data mining techniques, in-depth...",Senior Data Scientist,,60000.0
170,Applied Medical,"Rancho Santa Margarita, CA",3+ years of experience working as a data scientist in academia or industry. Write and implement data mining and machine learning algorithms on large sets of...,Data Scientist - Surgical Simulation,,60000.0
171,System1,"Venice, CA",System1 is an organization centered around data and data products. Work with large scale data sets. System1 is hiring a Principal Data Scientist!...,Principal Data Scientist,,60000.0
172,Capital Group,"Los Angeles, CA 90071","Based in Los Angeles but will consider New York, as a Senior Data Scientist, you will be experienced with and passionate about using data to drive business...",Senior Data Scientist,,60000.0
173,Blizzard Entertainment,"Irvine, CA",Experience with data visualization tools like Tableau. Our Global Insights team is seeking a senior data scientist specializing in natural language processing...,"Sr. Data Scientist, Global Insights - NLP",,60000.0
174,Dictionary.com,"Oakland, CA",The Data Scientist will have a tremendous impact on the usability and profitability of dictionary.com as well as play a critical role in bringing new innovative...,Sr. Data Scientist,,60000.0
175,Akamai,"Santa Clara, CA","If you have a deep passion for data and security, love handling massive data sets, and get excited from solving hard problems, Akamai is the place for you....",Principal Lead Data Scientist,,60000.0
176,Acxiom,"Redwood City, CA 94065",We are seeking an experienced Data Scientist with a versatile skill set to undertake data science supporting the development of next-generation products and...,Acxiom Labs - Data Scientist,,60000.0
177,The Aerospace Corporation,"El Segundo, CA 90245",Experience in data science projects. Experience required in Data Science which includes:. Experience in implementing data science algorithms on GPUs....,Signal Processing Data Scientist,,60000.0
178,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....","Manager, Machine Learning Modeler / Data Scientist",,60000.0
179,Accenture,"San Jose, CA 95113 (Downtown area)",The Data Scientist Python Specialist will be part of Accenture Analytics. Works with Data Engineers to define data requirements for modeling....,Data Scientist Python Specialist,,60000.0
180,Kaiser Permanente,"Pleasanton, CA","Digital Prefer experience as a Data Scientist. You will manage the research, analysis, and monitoring of financial, technological and demographic factors and...","Director, Digital Analytics",,60000.0
181,LendUp,"San Francisco, CA","Over 4 years of experience in a Data Scientist role. Wrangle data and find solutions regardless of speed or scale — everything is in play, from memcache, to...",Principal Data Scientist,,60000.0
182,Symantec,"Mountain View, CA",Data Scientist to join our Marketing Analytics team. Work with Engineering and Product teams who create the data pipelines to ensure the appropriate metrics and...,Sr Data Scientist,,60000.0
183,Salesforce,"San Francisco, CA",Lead/Principal Data Scientist - Search. Data Science & Machine Learning Methodologies. We have unique data and lots of it....,Lead/Principal Data Scientist - Search,,60000.0
184,eBay Inc.,"San Jose, CA",The team is looking for a senior data scientist experienced in machine learning to help improve the robustness and sensitivity of the metrics used across goal...,Senior Data Scientist,,60000.0
185,Teradata,"San Diego, CA","Manager, Deep Learning Data Scientist. Teradata provides end-to-end solutions and services in big data, data science, analytics and data warehousing enabling...","Think Big Analytics Lead, Deep Learning Data Scientist",,60000.0
186,Redfish Technology - High Tech Executive Recruiter...,"San Francisco, CA","#22976 Data Scientist. Conduct data analyses; Deep understand of and experience with data analysis. San Francisco, CA....",Data Scientist,,60000.0
187,Blizzard Entertainment,"Irvine, CA","A minimum of 10 years’ experience as an analyst, researcher, data scientist or similar. Experience pulling data with SQL....",Analytics Lead,,60000.0
188,Workbridge Associates,"San Francisco, CA",Experience working closely with data engineering's. A fraud detection and big data analytics software startup in San Mateo is hiring a Senior Research Engineer...,Machine Learning Engineer- Startup!,"$160,000 - $170,000 a year",60000.0
189,Teradata,"San Diego, CA","Data Scientist, Deep Learning. Teradata provides end-to-end solutions and services in big data, data science, analytics and data warehousing enabling companies...",Think Big Analytics Senior Deep Learning Data Scientist,,60000.0
190,Workbridge Associates,"Sunnyvale, CA",An eCommerce company is hiring for a Lead Data Scientist with experience in the marketing/eCommerce industry. The role would allow you to work in a cutting-edge...,Lead Data Scientist,"$100,000 - $155,000 a year",60000.0
191,Axius Technologies,"Pleasanton, CA",Senior Data Scientist. Ability to communicate with business and drive end to end ownership of Data Science projects. Advanced Machine learning....,Senior Data Scientist,,60000.0
192,Walter Bacon,"San Mateo, CA 94402 (Beresford area)",Data Scientist / Engineer / (Healthcare ML SaaS) ($180-200k)HIGHLIGHTS:. Perform large-scale data analysis *....,Data Scientist / Engineer / (Healthcare ML SaaS) ($180-200k),"$180,000 - $200,000 a year",60000.0
193,T-Mobile,"Concord, CA 94520",Bright Data Scientist. You will deliver this job using your Data Scientist skills leveraged but your awesome RAN Engineering background!...,"Principal Engineer, Systems Design",,60000.0
194,Smith Hanley Associates,"Irvine, CA","Senior Data Scientist. Experience working with large datasets using big data technologies (Spark, Hive, Hadoop)....",Senior Data Scientist,"$140,000 - $160,000 a year",60000.0
